,business_id,price,business_name,immediate_categories,parent_categories
241,mspZuHQ8rVXpyVMqQIKw_A,$$,Shiso Tree Cafe,"Japanese, Coffee & Tea","Food,Restaurants"
242,I6oxEn1HT41S2GPrDKPPvA,$$,Perfect Chinese Restaurant,"Seafood, Dim Sum","Chinese,Restaurants"
243,-BbnAc9YEO6pjvJGEtFbVQ,$$,Sansotei,Ramen,Japanese
244,eQel7bUz75j0AVKnfsillg,$$,Korean Grill House,Korean,Restaurants
245,bZgfnQtLXly82_XmLBqOwQ,$$,Wayne Gretzky's,"American (Traditional), Sports Bars","Bars,Restaurants"
246,41o1FUbCYKJv2djtnlkzlg,$$$,Bar Raval,"Spanish, Tapas/Small Plates, Cocktail Bars","Bars,Restaurants"
247,GqSA5t_OD1uxDZMwVLpoXA,$$$,Marben,"Canadian (New), Gastropubs",Restaurants
248,b7wUWVV01xaa7E0FUNMDiw,$$$,DaiLo,"Chinese, Asian Fusion",Restaurants
249,N0l4hT7UCywbZ9UEZ1R9kQ,$$,Patois Toronto,"Chinese, Caribbean, Asian Fusion",Restaurants
250,_5izyrn1qV0uyec65UsdIA,$$,Local Liberty Village,"Breakfast & Brunch, Sports Bars","Bars,Restaurants"
251,Rh2smrKvcamnP8VBUgMI0Q,$$,Dim Sum King Seafood Restaurant,Dim Sum,Chinese
252,27_N5P9HZ86IviONPT_twg,$$$,Woodlot Restaurant,"Vegetarian, Comfort Food, Canadian (New)",Restaurants
253,XD0LjNuPPwJPsTAHecUh7A,$$$,Terroni,Italian,Restaurants
254,PiLfiQYyDNgBaAvSL58cqg,$,Okonomi House Restaurant,Japanese,Restaurants
255,5fg-RNWNbqyGn8b8wqe4QQ,$$,168 Sushi Asian Buffet,"Buffets, Asian Fusion, Sushi Bars",Restaurants
256,jpOLEg5CrGrLNn5pMhWzmg,$$$,Spice Route Asian Bistro + Bar,"Asian Fusion, Bars","Nightlife,Restaurants"
257,AUv2UoAAi7VASJ6VK5lOlw,$$,Kensington Market,"Local Flavor, Farmers Market, Used, Vintage & Consignment","Food,Fashion"
258,He_4k_w_8bjWnoepahS2zw,$$,Petit Potato,"Japanese, Taiwanese",Restaurants
259,kYD9E14AijONhJ7rFsyLrg,$$,The Elm Tree Restaurant,"Mediterranean, Modern European",Restaurants
260,9XcWAcp1dCpcLcHTBENn-Q,$$,Gourmet Malaysia,"Singaporean, Indonesian, Malaysian",Restaurants
261,jCiovc2qHJ5L-_1gigLueQ,$$$,Weslodge Bar & Grill,"Canadian (New), Cocktail Bars","Bars,Restaurants"
262,rhyjGfqYlCJoi8Zeulg6QA,$$,Kimchi Korea House,Korean,Restaurants
263,Zq9WPT7ZAOYlQ0GV8OQWKQ,$$,Cluck Clucks,"Chicken Shop, Comfort Food, Sandwiches",Restaurants
264,t1mR_Zff6Dqv1TueE2JLEA,$$$,The Sultan's Tent & Cafe Moroc,"Mediterranean, Moroccan, Breakfast & Brunch",Restaurants
265,gy5pr5bFAjOL5rERSdMCLg,$$$,The Keg Steakhouse + Bar,"Steakhouses, Seafood, Bars","Nightlife,Restaurants"
266,4_EgrMY-EI-i-xyWixI2qg,$,Mystic Muffin,"Coffee & Tea, Sandwiches, Middle Eastern","Food,Restaurants"
267,sRirP65Q7BSg3Lj9FdkKWQ,$$,Gandhi Cuisine,Indian,Restaurants
268,e6UDJBEIoXBbnXtdwkqIGA,$$,Hot-Star,"Chicken Wings, Taiwanese, Fast Food",Restaurants
269,a911y0BuV1rjHXkXlFm3Ig,$$,EAT BKK Thai Kitchen,"Noodles, Thai",Restaurants
270,ovlWOSKVjGecnaPuZLv_OQ,$$,Crown Princess Fine Dining,Dim Sum,Chinese
271,Sk0Ycurq7D083Qs8x65b_Q,$$$$,George,"Canadian (New), Cocktail Bars","Bars,Restaurants"
272,9ET_RUNztevq4_OLAX80Gg,$$$$,Café Boulud,"Desserts, Cafes, French","Food,Restaurants"
273,EK38MXW_OsC5CZVvIZodIw,$,Fugo Desserts,"Ice Cream & Frozen Yogurt, Donuts",Food
274,2S9t90Q0qZWCV7X_u0rxZQ,$$,Kenzo Ramen,Ramen,Japanese
275,tTzQZTrwBgwxMch77nCJfQ,$$,Hibiscus,"Vegan, Vegetarian, Gluten-Free",Restaurants
276,BrGs6OGqqtKqaLuxoMySBg,$$,Hanabusa Cafe,"Desserts, Coffee & Tea",Food
277,_l3nxDFpmLUMxCQrz1LfBQ,$$,Early Bird Coffee & Kitchen,"Breakfast & Brunch, Coffee & Tea","Food,Restaurants"
278,CZY3743GpOOhdDJu6UmPBA,$$,Bar Buca,"Breakfast & Brunch, Bars, Italian","Restaurants,Nightlife"
279,6f2imTsIysASgHh2t91OOQ,$$,AKA-ONI Izakaya,"Japanese, Asian Fusion, Sushi Bars",Restaurants
280,4_L9bnIvY8TLDfiTBGcnRA,$$,Daldongnae,"Barbeque, Korean",Restaurants
281,F9tePBgROEAcd8xZqTZUfg,$$,Jollibee,Filipino,Restaurants
282,g-nzfTvso3-4c4gkhkmGbQ,$$,Frankie Tomatto's,"Buffets, Pizza, Italian",Restaurants
283,qPVqfJAzC8APF8aWGBtFRA,$$$,Antler Kitchen & Bar,Canadian (New),Restaurants
284,3gdjVkNeUa9piW9H708Aig,$$,The Olde Yorke,"British, Seafood, Fish & Chips",Restaurants
285,yV7f80Nw8nJGilZpRnS6HQ,$$,Dark Horse Espresso,Coffee & Tea,Food
286,Py97oycFokZ296KJ2Pe-hQ,$$,Williams Landing Bar Grill Hub Restaurant,"Canadian (New), Comfort Food, Bars","Nightlife,Restaurants"
287,Ibp4hEKSE8JaX9OvfEiFqg,$$,Otto's Berlin Döner,"Bars, Sandwiches, German","Nightlife,Restaurants"
288,dTuT_G3Zp79RZmnF3oxfiA,$$,The Bier Markt,"Beer, Wine & Spirits, Canadian (New), Bars","Food,Restaurants,Nightlife"
289,xL9EhlYVMSe2mdkisYjXog,$$,The Halal Guys,"Halal, Middle Eastern",Restaurants
290,zIfCWjZ0RAe8YVMSPZdOdA,$$$,Pure Spirits Oyster House & Grill,Seafood,Restaurants
291,uFTcyheegHAdRobLf_4Siw,$,Magic Noodle,Chinese,Restaurants
292,QaxDKkqYTtVYZJcqBNTnvQ,$$,Yummy Yummy Dumplings,"Chinese, Dumplings, Soup",Restaurants
293,ts_kVtBEAJsdmdoqxRDdRQ,$$,Tabule Restaurant,"Vegan, Vegetarian, Middle Eastern",Restaurants
294,wcR9Vbwn2EmlSeV7uBUIsA,$$,Hemingway's Restaurant,"Bars, American (Traditional)","Restaurants,Nightlife"
295,eKznX8VTfcQrjCqXpeobiw,$$,Rasa,"Canadian (New), Tapas/Small Plates",Restaurants
296,Dv0OHpQSL4hOGl2KAEVvlA,$$,Jack Astor's Bar & Grill,"Canadian (New), Burgers, Sports Bars","Bars,Restaurants"
297,s7Pj1mNYqRTGNOXLOiBafw,$$$,Figo,Italian,Restaurants
298,aLTpnF4xG3KA5trMilgChQ,$$,Ni Ji Sushi,"Japanese, Sushi Bars",Restaurants
299,Ycp3Agr7dt71TZkeKV7jng,$$,Le Gourmand,"Breakfast & Brunch, Cafes, Coffee & Tea","Food,Restaurants"
300,ZxrWn3v1ZVX9SC_ObbfpHQ,$$$,Ruby Watchco,Canadian (New),Restaurants
301,W7Ua8ELRMm3IPd23fp7XjA,$$,Matsuda Japanese Cuisine,Japanese,Restaurants
302,-chGaXHZsoLKLHPJMMsdmw,$$,Utopia Café & Grill,"Burgers, Tex-Mex",Restaurants
303,zW600wCsIlC2w5SQBNAo_w,$$,Hub Sushi Fusion Japanese Restaurant,"Japanese, Asian Fusion, Sushi Bars",Restaurants
304,e178giuAicIhb16ymOtiBg,$$$,R&D Restaurant,"Asian Fusion, Chinese",Restaurants
305,FUqvrauxIP8bcI2aVeoXdg,$$,Kit Kat Italian Bar & Grill,"Mediterranean, Italian",Restaurants
306,pdE-moDQznZL4sUX-jGKdA,$$,Farmhouse Tavern,Canadian (New),Restaurants
307,EzC51yOetmrju2DPP72iRA,$$,Hakata Shoryuken,Ramen,Japanese
308,aRqxT28Tdz2aDiZ7Vkyejw,$$,White Brick Kitchen,"Comfort Food, Breakfast & Brunch",Restaurants
309,W5d8iNog90R-qw43m5dGwg,$$,Café Polonez,Polish,Restaurants
310,XrcB7Of1KfHlkeXYpHLIrw,$$,Tibet Kitchen,Himalayan/Nepalese,Restaurants
311,1xB0Qf2-TN6CQ5c4Fh7vqg,,Taiyaki NYC - Toronto,"Japanese, Desserts, Ice Cream & Frozen Yogurt","Food,Restaurants"
312,qztZIyt2BMSKfX052OgKXQ,$$,Against the Grain,Canadian (New),Restaurants
313,bzMO8LJmJtgo3KuyWGKUxA,$$,Homemade Ramen,"Chinese, Noodles, Ramen","Japanese,Restaurants"
314,xYeLEIWbG0IBnMGU2mWUBg,$$,Chako,"Sushi Bars, Asian Fusion, Korean",Restaurants
315,r49iBfbnfoK7yt4rdsL_7g,$$,Fushimi,"Japanese, Sushi Bars",Restaurants
316,i7WdEjPrZkzo7whKd-PufQ,$$,Dave & Buster's,"Arcades, Bars, American (Traditional)","Arts & Entertainment,Nightlife,Restaurants"
317,y-Iw6dZflNix4BdwIyTNGA,$$,Indie Ale House,"Gastropubs, Pizza, Breweries","Food,Restaurants"
318,5foBHyoMbLFanSck9Zp2PQ,$,Pho 88 Vietnamese Restaurant,Vietnamese,Restaurants
319,AFF2vsQmRT4L22AvUsit-Q,$$,Doomie's Toronto,"Vegan, Vegetarian",Restaurants
320,ZilzayEdyk70SoI-wruJbg,$$,Congee Queen,Chinese,Restaurants
321,W2NzlS8OJzGfDfr9oRz11Q,$$$,Drake One Fifty,"Breakfast & Brunch, American (Traditional), Cocktail Bars","Bars,Restaurants"
322,p3qjmdZZFEMOTWJjmdTa3Q,$,Arctic Bites,Ice Cream & Frozen Yogurt,Food
323,_81fRJ9m8Fn1s8ixPun46A,$$,Union Social Eatery,"Gastropubs, Burgers, Barbeque",Restaurants
324,e_ILiIs2pVpskfeL-zFtTw,$$$,Leña Restaurante,"Spanish, Latin American, Cocktail Bars","Bars,Restaurants"
325,57_msr8gjNakjGO-1f6B_g,$,Angus Pho House,"Vietnamese, Asian Fusion",Restaurants
326,jluEI1ZDQDeJlbl-M3YH3Q,$$$,Toula,"Wine Bars, Italian","Bars,Restaurants"
327,2i0dDzxLuQQAwzxDZVR-1g,$$$,Oretta,"Bars, Italian","Nightlife,Restaurants"
328,Bo9uuPiAsq_z02eb87N41g,$$,Sushi Legend,"Japanese, Asian Fusion, Sushi Bars",Restaurants
329,4POPYEONJpkfhWOMx_PyGg,$$$$,Harbour 60,"Steakhouses, Seafood",Restaurants
330,68PJJkcq_i0SlLqO6t7Qxw,$$,Asian Legend,Dim Sum,Chinese
331,F_oPMHJrH42R67xp5eKtQA,$,Yummy Korean Food Restaurant,Korean,Restaurants
332,cisqOxAgQPjVVr9Yzk8_dw,$$,Bake Code  - North York,Bakeries,Food
333,ubDO6BYjnPSIZIpWxXGdlQ,$,Karine's,Breakfast & Brunch,Restaurants
334,j28T6ZuP1mLHe3m36COOpQ,$$,DaanGo Cake Lab,"Macarons, Desserts, Bakeries","Food,Specialty Food"
335,1SknhuCmaR0PIIjQY3e6eg,$$,The Burger's Priest,Burgers,Restaurants
336,AVLj5MSJD1si-Rl6X6qTXQ,$$,Rosewood Asian Cuisine,"Chinese, Pizza, Sushi Bars",Restaurants
337,Dpl8d6eXq-YnF5zEV1cwMw,$$,Poop Cafe,"Desserts, Cafes, Ice Cream & Frozen Yogurt","Food,Restaurants"
338,5tQSJ2sed3Ln-1S1rbIFoQ,$,Moon Bean Coffee Company,"Coffee Roasteries, Coffee & Tea",Food
339,Vg4N2DsGrzzoam9jS1L3Wg,$,Johnny's Hamburgers,Burgers,Restaurants
340,ocLnCE2E29j-CoBQj1yaSA,$$,Cafe Landwer,"Breakfast & Brunch, Cafes",Restaurants
341,CsS9WsonGYyE3vINi5bxSg,$$,Barrio Coreano,"Korean, Mexican",Restaurants
342,vqgfQqPiLw6ghdVgpZ_vJQ,$$,Jack Astor's Bar & Grill,"Canadian (New), Burgers, Sports Bars","Bars,Restaurants"
343,5dy8OiWJty9AuxBcBzeBZQ,$$$,Piano Piano,"Pizza, Italian",Restaurants
344,KWojrEKjUqHCRI5HO7pB4g,,Art Gallery of Ontario AGO,Art Museums,Museums
345,dd3GZs6zW2t7BM0cbxAzvg,$$$,La Palette,"Desserts, Bars, French","Food,Nightlife,Restaurants"
346,eQCYur0033RkZdh5VjbF8A,$$$,Oliver & Bonacini Café Grill,"Canadian (New), Wine Bars, Breakfast & Brunch","Bars,Restaurants"
347,aCQbOhehLeej31x6EMY5eQ,$$,Spring Rolls,"Asian Fusion, Sushi Bars, Thai",Restaurants
348,qlPyuJ77Znjh30I2kTs1xQ,$$,Le Cafe Michi,"Japanese, Sushi Bars",Restaurants
349,ofw8aDSEg1HoQdmCgvLtaQ,$,The Pie Commission,"Canadian (New), Fast Food, Do-It-Yourself Food","Food,Restaurants"
350,gOBxVkHpqtjRRxHBIrpnMA,$$,Chipotle Mexican Grill,"Fast Food, Mexican",Restaurants
351,EhGPj8iJDIdaHnWg9d5BgA,$$,Pearl Harbourfront Chinese Cuisine,"Noodles, Seafood, Dim Sum","Chinese,Restaurants"
352,y769FA7VJOW4QQYdYlR62A,$$,Levetto,"Salad, Pizza, Italian",Restaurants
353,T7yKffTuhiIZclsgjfgowA,$$,Pizzeria Via Mercanti,"Pizza, Italian",Restaurants
354,8716XDB7zw_gBfXg0EBZEQ,$$,Memphis BBQ,"Barbeque, American (Traditional)",Restaurants
355,sCPNcNxYuTnTdlAZohMyQg,$$,Museum Tavern,American (Traditional),Restaurants
356,FyAioPDhzS5IP4a4SXeG-Q,$$$,Kasa Moto,"Japanese, Sushi Bars",Restaurants
357,UJevx59U-bi6fRADCSa7LQ,$$$,Luma,"Canadian (New), Lounges","Bars,Restaurants"
358,9NMKFyr3Cw5wt_mlqv3U1g,$$,JINYA Ramen Bar,Ramen,Japanese
359,mES9E5K4HbYoPFXGv0pUuw,$,Como En Casa,Mexican,Restaurants
360,DIVF4oo86EGupm5CC60sZg,$$,Hunters Landing Bar Grill Hub Restaurant,"Canadian (New), Comfort Food, Bars","Nightlife,Restaurants"
361,-ltD-dHqdZ5-wjAMKYa6Ng,$$,La Bella Managua,"Latin American, Nicaraguan",Restaurants
362,kw8Lh8bJAtquHkT9CB4zGg,$,Future Bistro,"Breakfast & Brunch, Sandwiches",Restaurants
363,cefRDEK5O3t_iUuwnmL27Q,$$,Smith,"Canadian (New), Breakfast & Brunch, Bars","Nightlife,Restaurants"
364,T4g4k2OhCTsiqcP-ZXElHQ,$$,Jules Bistro,French,Restaurants
365,N8jmyJCk-LjO9o1K9UjxNA,$$,Harlem Underground,"Cajun/Creole, Southern, Soul Food",Restaurants
366,B4-2wA8Pj8MQK1Ylymypqg,$$,Sunny Morning,Breakfast & Brunch,Restaurants
367,Q2ZNaN3p8s_-XXjBWyY2qA,$$$$,Ruth's Chris Steak House,"Lounges, Steakhouses, Seafood","Bars,Restaurants"
368,h8vVxwP6FnlkRDONKBHT-w,$$,Chubby's Jamaican Kitchen,Caribbean,Restaurants
369,E9b73ETPw0VYUJ2_YSJJdQ,$$,Pizza Rustica,"Pizza, Italian",Restaurants
370,bLtC8xJXkd1b6MT0KjnSvw,$$,The Captain's Boil,"Cajun/Creole, Asian Fusion, Seafood",Restaurants
371,FnQ-_pGdw11za0LQ_aORxQ,$$,0109 Dessert & Chocolate,"Desserts, Chocolatiers & Shops","Food,Specialty Food"
372,Pprj3lMHpSm_Q1Lw_j4xdQ,$$,Woody's Burger Bar and Grill,"Burgers, Bars","Nightlife,Restaurants"
373,V9qjoWogqqMWvFFpuASRYw,$$,Evviva Breakfast & Lunch - Downtown Toronto,Breakfast & Brunch,Restaurants
374,M8S7poDhCIzqQx1--GB-ww,$$,La Cubana,Cuban,Restaurants
375,AcCZJpxiPqyzKFjlwlwd0Q,$$,The County General,"Canadian (New), Breakfast & Brunch, Bars","Restaurants,Nightlife"
376,ZdaZwXC0FByDY3EwNELphw,$$$,Union,"Wine Bars, French","Bars,Restaurants"
377,478TIlfHXfT3wvww54QsPg,$$$,Ki Modern Japanese + Bar,"Japanese, Sushi Bars",Restaurants
378,DQf63-KJ25m-kDIMto614g,$$,Saving Grace,Breakfast & Brunch,Restaurants
379,ww_MXl-qDLeYdYTZZ9KWbA,$,Pho Linh,"Vietnamese, Soup",Restaurants
380,4wtqTzXPPp_6vBfFQKiTGQ,$$,Milestones Restaurants,"Canadian (New), Comfort Food, Bars","Nightlife,Restaurants"
381,K2CdjES-IZDDEgetOnf0Vw,$,One2 Snacks,"Chinese, Asian Fusion, Malaysian",Restaurants
382,-Ipm_8YXj9UoNNHagCvsNg,$$$,Aoyama Sushi Restaurant,"Japanese, Sushi Bars",Restaurants
383,A6bnXx1see4yZSaVVCVDyw,$$,Rolltation,"Salad, Sushi Bars, Poke","Food,Restaurants"
384,fGdUxfeEWp9pn2sAa9rv2w,$$,Roselle,"Desserts, Bakeries, Patisserie/Cake Shop",Food
385,Kud1rbrXsyI_iLHfwZcGHQ,$$,Ajisen Ramen,Ramen,Japanese
386,JCqB36SVDjTDsXp-4gBn9Q,$,Carousel Bakery,"Sandwiches, Bakeries","Food,Restaurants"
387,eI1ZHGOr2Pus842KrZD5ZQ,$$,Casa-Imperial,Dim Sum,Chinese
388,UpSHAMogY9ubMGbuNAV5nw,$$,Sushi Wa,"Japanese, Asian Fusion, Sushi Bars",Restaurants
389,tWdp26XQEJqJGnRmFVJQxA,$$,Mangia & Bevi,"Pizza, Italian",Restaurants
390,rO3lZpVSoRMhhd0AEJBjlg,$$,Sunrise House,Korean,Restaurants
391,td9FZybutwNG7DgocHCiXA,$$$,Lai Wah Heen,Dim Sum,Chinese
392,cj_9eTPR0JBqk9qt2VmzFw,$,Hodo Kwaja,"Korean, Bakeries","Food,Restaurants"
393,uPa5hrWmHm0n1l4MSyVMGQ,$$$,Aloette,"Bistros, Diners, French",Restaurants
394,qKUbPdzNQpdSP2mhk3tREg,$,Moo Frites,"Fast Food, Belgian",Restaurants
395,4RggTW3skfGuUt0MOY_zHw,$$,Ginger,Vietnamese,Restaurants
396,t41_VSBs7akY2POWNtzqxw,$$,Gyugyuya,"Japanese, Fast Food",Restaurants
397,Q7oKidQDV52LEPfiwizSNQ,$$,Spoon & Fork,"Japanese, Sushi Bars, Thai",Restaurants
398,Gc8xWVpbUlBYHAoOT9MTyQ,$$,La Cubana,"Desserts, Cuban, Sandwiches","Food,Restaurants"
399,t19vb_4ML2dg5HZ-MF3muA,$$,KINTON RAMEN,Ramen,Japanese
400,QE1tzFyyyRKV1p7C4LRukQ,$$,Nando's Flame Grilled Chicken,"Portuguese, South African","African,Restaurants"
401,cB7FhpOwFCn380G6WGpJzw,$$,Golden Thai Restaurant,Thai,Restaurants
402,Mkpg9S2j0ZrZc3q-VjfLsA,$$,Congee Queen,Chinese,Restaurants
403,ynmTXY9yJDiNkO4HUmxRSQ,$$$,KaKa All You Can Eat,"Japanese, Sushi Bars",Restaurants
404,x5yBZsTnFb1ah75XRXJz9Q,$$,Sushi Inn,"Japanese, Sushi Bars",Restaurants
405,7xA6iSP0Ndn08tpBFQtUKA,$$,Aroma Fine Indian Cuisine,Indian,Restaurants
406,ghaj1MZzPW1qXYCZWfoTTw,$$,Live Organic Food Bar,"Juice Bars & Smoothies, Organic Stores, Live/Raw Food","Food,Restaurants"
407,G4pt2q9Tr5SkwCw3Wb43VA,$$,Snow Time,"Shaved Snow, Desserts",Food
408,RXaxKQJtExnRZX1inf8Nyg,$$,Carole's Cheesecake Cafe,"Desserts, Bakeries",Food
409,LBQD0H2109oltJNF1raLWA,$$,The Haam,"Japanese, Sushi Bars, Mexican",Restaurants
410,2IbXNp96PAZzjpzytN9vVg,$$,Home of Hot Taste,Korean,Restaurants
411,RNvVqnX-BLyT4Oe6FIyeJQ,$$,Soma Chocolatemaker,"Ice Cream & Frozen Yogurt, Desserts, Chocolatiers & Shops","Food,Specialty Food"
412,9HWdRtNS0q4_UkEvL14IfA,$$,Pho Pasteur,Vietnamese,Restaurants
413,Z5kjUEm1A18l864gb3XA8A,$$,Town Crier Pub,"Pubs, German","Bars,Restaurants"
414,Da6eZFThE9xanUAGNpZxAg,$$,Nuit Social,"Canadian (New), Modern European, Cocktail Bars","Bars,Restaurants"
415,OBG1j517k7aZRNC1HAL0TA,$$$,Fabbrica,"Pizza, Seafood, Italian",Restaurants
416,fCkfyCr1gFczZC816a9pOA,$$,Spoon & Fork,"Japanese, Thai",Restaurants
417,xyAbFNEIFSy_OKNptyzCmg,$$,Reds Midtown Tavern,"Wine Bars, Argentine, Venues & Event Spaces","Restaurants,Bars,Event Planning & Services"
418,dyq9my28t5NW8N-6s8OgfA,$$,Snug Harbour,"Seafood, Bars","Nightlife,Restaurants"
419,XFU7XiXOo7LB3uPLecRlOw,$$,Mymy Chicken,"Chicken Wings, Korean",Restaurants
420,XZxJ4fG-4a3PP9VP5jvDWw,$$,Mother India,Indian,Restaurants
421,cr__ihwxDQ7hyq2ZfX172Q,$,Bach Yen,"Vietnamese, Juice Bars & Smoothies, Thai","Food,Restaurants"
422,_F1_05YYlvePzomZ_NFijA,$$,To-ne Sushi,"Japanese, Asian Fusion, Sushi Bars",Restaurants
423,G6EkDTXZ6zMUovg7JTG4YQ,$$,Vietnam Noodle Star,"Vietnamese, Noodles",Restaurants
424,cWPTOM_o5toaXpq0gNxD7Q,$,Vanta Coffee Club & Eatery,"Sandwiches, Cafes, Coffee & Tea","Food,Restaurants"
425,tngl2VZ4VGpK3qFpmU0NMw,$$,Scaddabush Italian Kitchen & Bar,Italian,Restaurants
426,nDn2h-_c7Xk4UwM0aiXZlw,$$,Mezes,"Greek, Mediterranean",Restaurants
427,P-nqq5kOv2wV2mB5To5elQ,$$,Glow Fresh & Wine Bar,"Canadian (New), Wine Bars","Bars,Restaurants"
428,qR4EIktJfQKc4rnKgBzvtw,$$,Gyubee Japanese Grill - Bloor,"Japanese, Barbeque",Restaurants
429,9eu2lQMROTKdrPyGkwZLYw,$$,Soco Kitchen and Bar,"Canadian (New), Bars","Restaurants,Nightlife"
430,2PZRu5q70e0p7jEMxaXsDw,$$,The Bier Markt,"Beer, Wine & Spirits, Canadian (New), Bars","Food,Restaurants,Nightlife"
431,_eJ2ETotJBzZBQS15fD-8A,$$,Fran's Restaurant,"Burgers, Breakfast & Brunch, American (Traditional)",Restaurants
432,eoG9zP7xxsDHVM0kJYrvkw,$$,The Shameful Tiki Room,Tiki Bars,Bars
433,RlNmDWJ0kkEWXW7yORJZVw,$$,Congee Wong,Chinese,Restaurants
434,KpEu3vvj1ruoID0T3lmD4Q,$$,Mira,Peruvian,Restaurants
435,B5JCODx4728Ce2Qca1NFHw,$$,Hanmoto,"Japanese, Asian Fusion",Restaurants
436,qAg8GkN9rforFWmGxBqVqA,$$,Uncle Betty's Diner,"Salad, Poutineries, Sandwiches",Restaurants
437,i_V36U612XnJ5SJAE1OPWw,$,Apiecalypse Now!,"Vegan, Pizza, Ice Cream & Frozen Yogurt","Food,Restaurants"
438,jqp--3Unhkr0a5_ofPWLEw,$$,Maker Pizza,Pizza,Restaurants
439,50-xiTYmE6NERi-yJ6NvHw,$$$,Biff's Bistro,French,Restaurants
440,BsFAotQQE1yRVVJEDADaJw,$$,Kanpai Snack Bar,"Taiwanese, Tapas Bars",Restaurants
441,zo_z6lMRcwHqQF_Z1VZLpg,$$,Starving Artist,Breakfast & Brunch,Restaurants
442,lvv9Vv_5i4IwvDdofO_rKg,$$,Trattoria Mercatto,"Pizza, Italian",Restaurants
443,xy1McNUocWlt-8DZ7Ifg9A,$$,Pravda Vodka Bar,"Lounges, Russian","Bars,Restaurants"
444,AYLxEeVq8NKG2UhcBiggrA,$$,850 Degrees Pizzeria,"Pizza, Italian",Restaurants
445,JmZj7wzAJ7_4ksjG9WXdqw,$$,Gladstone Hotel,"Lounges, Hotels","Hotels & Travel,Bars,Event Planning & Services"
446,4Ua5_CI0rKq3ar5hUTUprw,$$,KINTON RAMEN,"Noodles, Ramen","Japanese,Restaurants"
447,Jm_bARKbaZyzoxatBrmZPQ,$$,Chadwick's,"Canadian (New), Comfort Food",Restaurants
448,3HVxkz03TS_ssJ7j3x5dRA,,The Distillery District,Local Flavor,
449,PXN0l42g6IWp18NGJ7yn5w,$$,Hey Lucy,"Breakfast & Brunch, Pizza",Restaurants
450,2xw-Ksu9b2jDYlZaApXcBA,$$,Indian Roti House,Indian,Restaurants
451,3qTSOuJ-ZyU1L7o62KHSIg,$$$,Gio Rana's Really Really Nice Restaurant,"Tapas/Small Plates, Italian",Restaurants
452,orrhJxM6V1USwccG7MlxmA,$$,Light Cafe,Cafes,Restaurants
453,cTbFJzHQzFSX-z3JF4abKQ,$$$$,One Restaurant,Canadian (New),Restaurants
454,oRgoOhwCex1X9j1iQ9ou3w,$$,Crown Prince Fine Dining & Banquet,Dim Sum,Chinese
455,-zuJkmIjdRahT_yHED-62g,$$,Sushi Legend,"Japanese, Asian Fusion, Sushi Bars",Restaurants
456,2YsKefH250qxg28QCyEWZw,$,Samosa King - Embassy Restaurant,Indian,Restaurants
457,MSA9WlcVCjlektkeDX5keA,$$,Ajisen Ramen,Ramen,Japanese
458,DQRhUU56vjhAJW0ZF1LLcg,$$,Sin & Redemption,"Pubs, Venues & Event Spaces","Bars,Event Planning & Services"
459,JK_DiDwbl7HX5OhCAh3h4g,$$,Cafe Diplomatico Restaurant & Pizzeria,"Breakfast & Brunch, Pizza, Italian",Restaurants
460,WmuoWetYC-4U2-V4taC6Wg,$$,Yueh Tung Restaurant,"Hakka, Breakfast & Brunch","Chinese,Restaurants"
461,Iu2ZINWwyrt9gXliykBEKQ,$$,Milagro,Mexican,Restaurants
462,A-KVm7iKLOe1X1yAQP13FA,$$,Udupi Palace,"Vegetarian, Gluten-Free, Indian",Restaurants
463,nktQ_aBRp5CmVOkXR0Mz1g,$$,Arisu Korean BBQ & Sushi,"Japanese, Barbeque, Korean",Restaurants
464,5m2JukTajxMk-qS5W4s-FA,$$,Charidise,"Tea Rooms, Taiwanese, Desserts","Food,Restaurants"
465,9KBd2YPnRxaNjZz23TUd6A,$$,Ed's Real Scoop,Ice Cream & Frozen Yogurt,Food
466,lVVJMvqu4LXL5rBqjO6eqg,$$,Tofu Village - House of Soon Tofu,Korean,Restaurants
467,GQSmxqRi_s9U9qd5gHLKAw,$$,Duke's Refresher + Bar,"Burgers, Beer Bar, American (Traditional)","Bars,Restaurants"
468,SW0NcZwZsbSpsk0ZPgJKmQ,$$,Nana,Thai,Restaurants
469,QrTvQw_aZOLk_8FZ8tQ_-w,$$,The Bier Markt,"Beer, Wine & Spirits, Canadian (New), Bars","Food,Restaurants,Nightlife"
470,z8H4Mdzl4jS9pYswj6Jf9w,$$$,Buca Yorkville,"Seafood, Italian",Restaurants
471,-b94nkPVLQw95zgtDhcpYA,$$,The Works Gourmet Burger Bistro,Burgers,Restaurants
472,js9rQZAlA5rr7oSBRRcCDw,$$,Dimmi Bar & Trattoria,"Italian, Venues & Event Spaces","Event Planning & Services,Restaurants"
473,G2Z-4U6cDsDQvT6v3FzYmA,$$$,Ricarda's Toronto,"Mediterranean, Breakfast & Brunch, Italian",Restaurants
474,pzeb5vd0yC2yUKaRDyBrQg,$$,What A Bagel - Spadina,"Bagels, Breakfast & Brunch, Bakeries","Food,Restaurants"
475,gOvEzwpu3KbW5aJReQzYRg,$,North Poke,"Poke, Hawaiian","Food,Restaurants"
476,jVefoZbu5VF80CCB1Q2MaA,$$,Little Sister,"Indonesian, Bars","Nightlife,Restaurants"
